video_number,q1_text,q1_category,q1_ans_correct,q1_ans_wrong1,q1_ans_wrong2,q1_ans_wrong3,q1_ans_wrong4,q2_text,q2_category,q2_ans_correct,q2_ans_wrong1,q2_ans_wrong2,q2_ans_wrong3,q2_ans_wrong4,q3_text,q3_category,q3_ans_correct,q3_ans_wrong1,q3_ans_wrong2,q3_ans_wrong3,q3_ans_wrong4,q4_text,q4_category,q4_ans_correct,q4_ans_wrong1,q4_ans_wrong2,q4_ans_wrong3,q4_ans_wrong4,q5_text,q5_category,q5_ans_correct,q5_ans_wrong1,q5_ans_wrong2,q5_ans_wrong3,q5_ans_wrong4,q6_text,q6_category,q6_ans_correct,q6_ans_wrong1,q6_ans_wrong2,q6_ans_wrong3,q6_ans_wrong4
000416,"Based on the video, what are the weather and lighting conditions during the incident?",Weather & Light,"It is a clear, sunny day with dry road surfaces and good visibility.",It is a cloudy day with moderate sunlight and slightly wet road surfaces due to recent rain.,The weather is sunny but the visibility is reduced by dust from construction work nearby.,"It is a clear day with bright sunlight, but the road surface is damp from morning dew, affecting traction.","There is light fog in the morning, reducing visibility, although the sky appears mostly clear.",Which of the following best describes the traffic environment shown in the video?,Traffic Environment,"An urban main road with street signs and billboards, as well as municipal buildings",suburban road with minimal traffic and residential houses,busy intersection with multiple lanes and pedestrian crossings,"commercial area featuring shops, parking lots, and delivery trucks",highway with limited access points and no nearby buildings,What is the road configuration at the scene of the accident?,Road Configuration,"A busy,straight, multi-lane, two-way main road divided by white solid lines,","narrow, curved, single-lane road with no dividing lines and heavy pedestrian traffic","wide, straight, multi-lane road with dashed center lines allowing passing in both directions",two-way street with a central median barrier and dedicated bike lanes on each side,busy intersection with multiple traffic signals and crosswalks connecting different roadways,What type of accident occurs in the video?,Accident Type,Continuous scraping between the vehicle and the vehicle in the left lane,side collision between the vehicle and a car in the adjacent lane,The vehicle was struck from behind by another car due to sudden braking,Partial contact occurred between the vehicle and a truck while changing lanes,"The driver lost control of the vehicle during a turn, causing it to veer into another lane",What is the primary action that led directly to this collision?,Accident Cause,The ego-vehicle driver was out of control and failed to brake in an excessive speed.,"The truck suddenly changed lanes without signaling, causing the ego-vehicle to swerve.",The collision occurred because the ego-vehicle was hit from behind by another car.,The driver of the ego-vehicle attempted to avoid a pedestrian but lost control of the vehicle.,"The traffic light turned red just before the impact, leading to the crash.",What crucial safety principle should have been followed to prevent this accident?,Accident Prevention,The ego-car uses emergency braking while controlling the direction and slows down on urban roads.,The ego-car should have maintained a safe distance from the truck to avoid sudden braking.,The accident could have been prevented if the truck had stopped abruptly in front of the ego-car.,The ego-car should have accelerated quickly to pass the truck before it turned.,"The driver failed to check blind spots, which led to an unavoidable collision with the truck."
000425,"Based on the video, what were the prevailing weather and lighting conditions when the collision occurred?",Weather & Light,"It was a clear, sunny day with dry road surfaces.",It was a partly cloudy day with moderate sunlight and wet road surfaces.,The collision caused the sky to become overcast and reduced visibility significantly.,"There was light rain falling, but the roads were dry due to recent sunshine.","The weather was clear, but the lighting was poor because of the time of day.",Which of the following best describes the traffic environment where the accident took place?,Traffic Environment,A multi-lane urban intersection surrounded by city buildings.,residential street with low-speed limits and no visible traffic signals.,rural highway with wide lanes and minimal surrounding structures.,multi-lane urban intersection with a pedestrian crossing but no nearby buildings.,busy city intersection during rush hour with heavy vehicle congestion.,What is the configuration of the road layout where the collision occurs?,Road Configuration,"A multi-lane, four-way intersection controlled by traffic lights.","two-lane, T-shaped intersection with stop signs.",roundabout with multiple entry points and no traffic signals.,four-way intersection with traffic lights but only two lanes in each direction.,single-lane road crossing a pedestrian walkway at a crosswalk.,How would you classify the type of collision that occurred,Accident Type,"No contact accident, the motorcycle brakes caused the body to swing and overturn",Side swipe collision between the motorcycle and a nearby vehicle,The motorcycle overturned due to the driver losing control while accelerating,rear-end collision occurred when the motorcycle hit the car in front,The rider fell off after making contact with the curb during a turn,What was the primary cause of this accident according to traffic laws and the sequence of events?,Accident Cause,"The motorcycle was at an excessive speed, overturned due to the vehicle's body swinging due to braking to avoid the SUV at the intersection","The SUV failed to yield at the intersection, causing the motorcycle to swerve and lose control",The motorcycle overturned because the rider lost balance while accelerating through the intersection,The accident occurred when the motorcycle collided with the SUV due to both vehicles entering the intersection simultaneously,"The rider was distracted by a pedestrian, leading to sudden braking and loss of vehicle stability",What critical action should have taken to prevent this collision?,Accident Prevention,The motor should slow down at inersection area. The SUV should go through intersection as fast as possible.,The motorcyclist should have waited for the traffic light to turn green before entering the intersection.,The SUV should have yielded to the motorcyclist since it was already in the intersection.,The motor should maintain a steady speed and the SUV should slow down to avoid sudden movements.,The motorcyclist should have stayed on the right side of the lane to avoid crossing paths with larger vehicles.
000426,"Based on the video, what were the weather and lighting conditions at the time of the incident?",Weather & Light,Clear daytime conditions with good visibility and a dry road.,Overcast conditions with moderate rainfall and reduced visibility,Nighttime conditions with streetlights providing limited illumination,Partly cloudy skies with dry pavement and bright sunlight,Foggy morning conditions with low visibility and wet road surface,Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,"A clearly marked pedestrian crosswalk on a multi-lane Scenic area roads, with lawns and vegetation","multi-lane road with a pedestrian crosswalk in an urban residential area, featuring sidewalks and streetlights",clearly marked pedestrian crosswalk on a two-lane road with no vegetation or roadside lawns,"scenic area road with a crosswalk, but lacking visible pedestrian signage and surrounded by commercial buildings","wide road with a crosswalk near a school zone, where children are present and speed limits are reduced",What is the configuration of the road in the direction of the camera vehicle's travel?,Road Configuration,"At least two lanes, with the striking car in the oppsing lane and the camera car in the right.","The road has two lanes in each direction, with the striking car approaching from the same lane as the camera vehicle.","The camera vehicle is in the left lane, and the striking car comes from the opposing lane on a multi-lane road.","The road configuration includes at least two lanes, but the striking car is traveling in the same direction as the camera vehicle.","The road has a single lane in each direction, and the camera vehicle is positioned in the center of the roadway.",What type of accident is depicted in the video?,Accident Type,A vehicle-pedestrian collision at a marked crosswalk.,pedestrian crossing the road outside of a marked crosswalk,vehicle colliding with a stroller while the pedestrian was already on the sidewalk,"car failing to yield to a pedestrian at a crosswalk, resulting in a near-miss incident",pedestrian being struck by a vehicle while pushing a stroller across a pedestrian crossing,What was the primary cause of this accident?,Accident Cause,The driver of the black car failed to yield the right-of-way to pedestrians in a marked crosswalk.,The pedestrian suddenly stepped into the crosswalk without looking.,The black car was forced to brake abruptly due to the pedestrian's presence.,The driver of the black car failed to notice the pedestrian crossing in the marked crosswalk.,The pedestrian crossed outside the designated crosswalk area.,How could the traffic accident participants have most effectively prevented this collision?,Accident Prevention,"The oncoming black car scanns the road ahead, identifies the pedestrians in the crosswalk, and stops to yield.",The pedestrian should have waited for the car to pass before entering the crosswalk.,The black car could have avoided the collision by accelerating through the intersection before the pedestrians crossed.,The driver of the oncoming vehicle should have slowed down but continued moving to avoid blocking traffic.,The pedestrian pushing the stroller should have used the sidewalk instead of crossing in the middle of the road.
000427,"Based on the video, what are the environmental conditions at the time of the incident?",Weather & Light,Daylight with clear skies and good visibility.,Daylight with light cloud cover and moderate visibility.,Nighttime with streetlights illuminating the road and limited visibility.,Daylight with clear skies but reduced visibility due to dust or haze.,Early morning with low sunlight and partial fog affecting visibility.,Which of the following accurately describes the traffic environment shown in the video just before the collision?,Traffic Environment,The scene is a busy urban intersection.,The scene is a quiet residential street with minimal traffic.,The collision occurred because the intersection was poorly marked and lacked traffic signals.,The environment features a multi-lane road with moderate traffic and pedestrian crossings.,The area appears to be a suburban neighborhood with low vehicle density.,What is the configuration of the intersection where the accident occurs?,Road Configuration,"A busy, signalized intersection with other vehicles, a trolleybus, and pedestrian crossing signs.","quiet, uncontrolled intersection with minimal traffic and no visible pedestrian crossing signs.",busy intersection with traffic signals but no trolleybus or pedestrian crossings present.,"signalized intersection featuring a trolleybus and pedestrian signs, but with light traffic and no other vehicles nearby.","multi-lane intersection without traffic lights, where pedestrians cross without marked crosswalks.",How can the collision between the ego-vehicle and the dark SUV be classified?,Accident Type,"A T-bone (or side-impact) collision, where the front of the ego-vehicle struck the side of the SUV.","rear-end collision, where the ego-vehicle struck the back of the SUV while both vehicles were moving forward.","head-on collision, where the front of the ego-vehicle and the front of the SUV impacted each other directly.","side-swipe collision, where the ego-vehicle’s side made contact with the SUV’s side during a parallel movement.","T-bone collision, where the SUV’s front struck the side of the ego-vehicle at an intersection.",What was the primary cause of this accident?,Accident Cause,The dark SUV speeded through the intersection and left the original lane.,The red car failed to yield at the crosswalk and entered the intersection abruptly.,"The bus suddenly stopped, causing the vehicles behind it to brake sharply.","The dark SUV was distracted by a pedestrian, leading it to swerve into another lane.",The driver of the dark SUV attempted to avoid a collision but lost control of the vehicle.,What critical action by the driver of the dark SUV could have most effectively prevented this collision?,Accident Prevention,The dark SUV observes carefully when passing through intersections to avoid fatigue driving and distraction.,The dark SUV maintains a safe following distance to avoid rear-ending the vehicle ahead.,The collision occurred because the driver of the dark SUV failed to yield at the intersection.,The dark SUV checks mirrors regularly and adjusts speed to prevent sudden braking.,The driver of the dark SUV should have signaled earlier to indicate lane changes.
000428,"Based on the video, what were the prevailing weather and lighting conditions when the accident occurred?",Weather & Light,"It was daytime with overcast skies, and visibility was generally clear.","It was early morning with foggy conditions, and visibility was reduced.",The accident happened at night under clear skies with bright streetlights.,"It was daytime with cloudy skies, but visibility was limited due to rain.","The weather was sunny with scattered clouds, and lighting was bright throughout the scene.",Which of the following best describes the traffic environment where the collision took place?,Traffic Environment,An urban intersection with residential buildings and commercial shops nearby.,suburban road with apartment buildings and minimal commercial activity,rural crossroads surrounded by open fields and few structures,busy downtown intersection with high-rise office buildings and heavy traffic,residential street lined with houses and no visible commercial establishments,What specific road features were present at the location of the accident?,Road Configuration,A narrow intersection with marked crosswalk (zebra crossing) and a traffic signal pole.,wide intersection with a pedestrian crossing but no traffic signal pole,narrow road with a marked crosswalk and a speed limit sign instead of a traffic signal,T-shaped intersection with a pedestrian crossing and a traffic light on the side,broad intersection featuring a zebra crossing and a pedestrian bridge nearby,How can this traffic accident be most accurately classified?,Accident Type,A collision between a vehicle and a pedestrian at a designated crosswalk.,collision between a pedestrian and a vehicle at an unmarked crosswalk,vehicle failing to yield to a pedestrian while turning at an intersection,pedestrian being struck by a vehicle while crossing outside of a designated crosswalk,traffic accident caused by a driver running a red light in a residential area,What was the most direct and primary cause of this accident?,Accident Cause,The van driver failed to yield the right-of-way to the pedestrian who was already on the crosswalk.,The pedestrian suddenly stepped into the crosswalk without looking.,The van driver was distracted by a phone call while approaching the intersection.,The pedestrian failed to follow the traffic signal and crossed against the red light.,The van driver did not see the pedestrian due to poor visibility from the vehicle’s blind spot.,Which of the following actions would have most effectively prevented this collision?,Accident Prevention,"The van waits outside the intersection when the light is red, and the pedestrain keep an eye on the oncoming car even when the light is green when crossing.","The pedestrian should have waited for the walk signal to turn green before stepping into the crosswalk, even if the van was approaching slowly.","The van driver could have slowed down earlier when seeing the pedestrian near the curb, but the pedestrian should not have crossed against the red light.","The pedestrian should have checked both directions before crossing, and the van should have stopped completely at the stop line when the light turned red.","The van should have yielded to the pedestrian who had already entered the crosswalk, regardless of the traffic light status."
000430,"Based on the video, what were the weather and lighting conditions at the time of the incident?",Weather & Light,Daytime with cloudy skies and a dry road surface.,Daytime with clear skies and a wet road surface.,Nighttime with overcast conditions and dry pavement.,Daytime with cloudy skies and a wet road surface.,Early morning with foggy visibility and damp road conditions.,Which of the following best describes the traffic environment where the accident occurred?,Traffic Environment,"A town or village road with roadside buildings, parked vehicles, and a side road junction","rural road with open fields, no buildings, and minimal traffic","highway with multiple lanes, speed limit signs, and no roadside parking","residential street with houses on both sides, but no visible junctions or parked vehicles","An urban intersection with traffic lights, crosswalks, and heavy pedestrian activity",What is the configuration of the road at the accident location?,Road Configuration,"A two-lane, four-way road with a dashed centerline at a small intersection with a path.",two-lane road with a solid centerline and a side path near a residential area,four-way intersection with a stop sign and a pedestrian crossing at the corner,two-lane road with a dashed centerline and a small side road branching off to the right,three-lane road with a median divider and a crosswalk at a busy intersection,What type of collision is depicted in the video?,Accident Type,"A T-bone (side-impact) collision, where the front of one car hit the side of the other.","rear-end collision, where one vehicle struck the back of another from behind.","side-swipe collision, where two vehicles slid alongside each other without significant impact.","head-on collision, where the front of one car hit the front of the other directly.","T-bone collision, where the side of one car was hit by the side of another at an intersection.",What was the primary cause of this accident?,Accident Cause,The maroon wagon pulled out from a side road and failed to yield the right-of-way to oncoming traffic.,The red sedan failed to maintain a safe distance and collided with the maroon wagon as it entered the road.,The maroon wagon was struck by the red sedan because it was speeding on the main road.,The driver of the maroon wagon pulled out from the side road but had already yielded to oncoming traffic before the collision occurred.,The accident happened because the red sedan did not notice the maroon wagon due to poor visibility at the intersection.,How could the drivers have most effectively prevented this collision?,Accident Prevention,The maroon wagon stops completely and waits for the approaching red car to pass before entering the main road.,The red car could have slowed down earlier to allow the maroon wagon to enter the road safely.,The maroon wagon should have entered the main road quickly before the red car arrived.,The driver of the red car should have yielded to the maroon wagon since it was already in the intersection.,The maroon wagon should have signaled its intent to turn but did not need to stop completely.
000432,"Based on the video, what were the weather and lighting conditions at the time of the incident?",Weather & Light,"Clear skies and bright daylight, with a dry road surface.","Partly cloudy skies and moderate sunlight, with a wet road surface from recent rain.","Overcast conditions and dim lighting, with reduced visibility due to fog.","Clear skies and bright daylight, but the road was damp from morning dew.","Bright sunlight and clear skies, with a dry road surface but heavy traffic causing delays.",Which of the following best describes the traffic environment shown in the video?,Traffic Environment,"Highway in a rural area, with billboard on the roadside.",Urban highway with multiple intersections and traffic lights,"Highway in a suburban area, with commercial buildings on both sides",Rural road with narrow lanes and no roadside signage,City street with heavy traffic and pedestrian crossings,What is the road configuration at the location of the collision?,Road Configuration,"A wide, downhill multi-lane highway with at least three lanes travelling in the same direction, separated by clear lane markings.","narrow, uphill two-lane road with no clear lane markings and heavy traffic congestion.",multi-lane highway with vehicles traveling in opposite directions separated by a median barrier.,"wide, downhill multi-lane highway with three lanes in each direction and faded lane markings.","curved urban road with multiple intersections and stop signs, featuring moderate traffic flow.",What type of collision sequence is depicted in the video?,Accident Type,Side collision and rear-end collision caused by an out-of-control silver vehicle,Side collision and front-end collision caused by a sudden lane change,Rear-end collision followed by a side collision due to the silver vehicle braking abruptly,T-bone collision initiated by a merging vehicle and resulting in a chain-reaction rear-end crash,Multiple vehicles involved in a sideswipe incident with no clear cause of loss of control,What was the primary action that initiated this multi-vehicle accident?,Accident Cause,"The car in front braked suddenly, and the silver Honda subconsciously turned left to avoid the car, causing it to lose control and sway from side to side.","The silver Honda swerved to the right to avoid a vehicle in the adjacent lane, leading to a loss of control and multi-vehicle collision.","The sudden braking of the car in front caused the silver Honda to accelerate sharply, resulting in a chain reaction.","The silver Honda lost control due to road conditions, causing it to veer into other lanes and trigger the accident.","The driver of the silver Honda failed to maintain proper following distance, which led to a rear-end collision and subsequent chaos.",Which action by the driver have most effectively prevented this accident?,Accident Prevention,The silver car in front maintains a steady speed and avoids sudden braking.,The driver of the silver car changes lanes smoothly without signaling.,The driver maintains a safe following distance after the accident occurs.,The silver car accelerates quickly to avoid the vehicle in front.,The driver applies brakes suddenly when noticing the car ahead slowing down.
000435,"Based on the visual information, what were the environmental conditions at the time of the collision?",Weather & Light,Daytime with clear skies and good visibility.,Nighttime with heavy rain and reduced visibility,Early morning with foggy conditions and limited sight distance,Daytime with clear skies but poor visibility due to glare from the sun,Overcast weather with light clouds and moderate visibility,Which of the following best describes the environment where the accident occurred?,Traffic Environment,A suburban intersection with residential areas and vegetation nearby.,busy urban intersection with commercial buildings and heavy traffic.,rural road surrounded by open fields and minimal infrastructure.,residential area near a school zone with crosswalks and speed limit signs.,highway interchange with multiple lanes and overpass structures.,What is the configuration of the intersection shown in the video?,Road Configuration,A multi-lane intersection controlled by traffic lights and featuring a painted crosswalk.,four-way stop intersection with no traffic signals and a marked crosswalk.,multi-lane intersection controlled by traffic lights but without any painted crosswalks.,"two-lane intersection with traffic lights and pedestrian signals, featuring a crosswalk.","roundabout with yield signs and no traffic lights, including a marked pedestrian crossing.",What type of collision occurs between the blue Chevrolet and the dark gray Mercedes?,Accident Type,"A side-impact (T-bone) collision, along with a head-on crash, where the front of one car struck the side of the other,then the two acciden cars deviated from their original track and collided head-on with the video car.","rear-end collision where the blue Chevrolet struck the back of the dark gray Mercedes, causing both vehicles to spin out of control.",head-on collision that occurred when both vehicles approached the intersection simultaneously and failed to yield.,"side-impact collision between the blue Chevrolet and the dark gray Mercedes, followed by a secondary collision with the video car due to momentum.","T-bone collision in which the dark gray Mercedes hit the side of the blue Chevrolet, resulting in both cars continuing straight without further interaction.","What was the most likely primary cause of this accident?""",Accident Cause,The driver of the black car failed to yield the right-of-way to oncoming traffic while making a right turn. The blue car sped too fast and didn't declerate  in time.,"The blue car failed to yield while making a left turn, causing a collision with the black car.",The black car was traveling at a high speed and could not stop in time to avoid the blue car.,The driver of the blue car did not see the black car due to poor visibility from the sun glare.,The black car ran a red light while attempting to make a right turn into the intersection.,What action by the driver of the blue car would have most reliably prevented this collision?,Accident Prevention,The black car waits for a complete gap in oncoming traffic before starting the turn. The blue car perform a decelrate befor entering intersection.,The blue car should have accelerated quickly to avoid the black car turning left.,"The black car should have waited for a gap in traffic before turning, which would have prevented the collision.",The blue car could have maintained its speed and continued straight through the intersection.,The driver of the blue car should have signaled earlier to alert the black car of their intention to turn.
000440,"Based on the video, what were the environmental and road conditions at the time of the incident?",Weather & Light,"Clear, sunny daylight with a dry road surface.",Overcast skies with light rain and a wet road surface.,Bright daylight but with fog reducing visibility on the road.,Clear weather with sunlight reflecting off a damp road surface.,Partially cloudy conditions with dry pavement and moderate wind.,Which of the following best describes the traffic environment shown in the video?,Traffic Environment,"A multi-lane highway in a suburban area, with an overpass passing above.","multi-lane highway in an urban area, with tall buildings lining both sides of the road.",suburban road with a single lane in each direction and no overpass visible.,"divided highway in a rural area, featuring wide shoulders and minimal traffic.","city street with traffic lights and crosswalks, where vehicles are moving slowly through intersections.",What is the configuration of the road where the collision occurs?,Road Configuration,A busy one-way highway with at least three lanes for traffic moving in the same direction.,multi-lane highway with traffic moving in both directions separated by a median,narrow two-lane road with oncoming traffic in the opposite direction,"busy highway with three lanes, but including a dedicated turn lane for exiting vehicles","divided highway with multiple lanes, but only one lane designated for through traffic",What is the specific type of collision that initiates the accident?,Accident Type,"No collision, the vehicle ahead has a flat fell off.",rear-end collision occurs when the vehicle behind hits the vehicle ahead.,The accident is caused by a sudden stop due to the truck braking abruptly.,"tire blows out on the vehicle ahead, leading to a loss of control and subsequent collision.","The driver swerves to avoid an obstacle, causing the vehicle to collide with the truck.",What was the primary contributing factor leading to this collision?,Accident Cause,A mechanical failure of the front pickup truck.,sudden lane change by the dark-colored sedan entering the roadway.,The rear-end collision caused the front pickup truck to lose control.,The driver of the pickup truck failed to maintain a safe distance from the semi-truck.,"The semi-truck swerved unexpectedly, forcing the pickup truck into the collision.",How could the driver have most effectively prevented this accident?,Accident Prevention,The former pickup track's driver checks for mechanical failures before going on the road and avoids long driving times,The driver of the pickup truck should have maintained a greater following distance to allow more reaction time,The accident could have been avoided if the other vehicles had reduced their speed significantly,"The driver should have checked the road conditions and weather before starting the journey, as these factors contributed to the crash",The pickup truck’s driver could have prevented the incident by increasing the vehicle's speed to stay ahead of surrounding traffic
000445,"Based on the video, what were the weather and lighting conditions at the time of the accident?",Weather & Light,Daytime with clear skies and good visibility.,Nighttime with heavy rain and reduced visibility,Early morning with foggy conditions and limited light,Daytime with partial cloud cover and moderate visibility,Overcast skies during the day with bright sunlight from the side,Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,An urban multi-lane intersection with roadside trees and commercial buildings nearby.,rural two-lane road with open fields and minimal traffic signage,highway interchange with multiple on-ramps and high-speed vehicle flow,An urban intersection with commercial buildings but no visible roadside trees,residential street lined with houses and parked cars near a school zone,What is a key feature of the road configuration at the site of the accident?,Road Configuration,A busy signalized intersection with fast-moving traffic in the horizontal lane ahead,multi-lane roundabout with low-speed traffic and no traffic signals,narrow two-way road with limited visibility due to parked vehicles on both sides,signalized intersection with heavy pedestrian crossings and reduced vehicle speed limits,An unsignalized crossroad with moderate traffic flow and clear sightlines,What type of collision occurred in the video?,Accident Type,A collision between an SUV which went through the intersection at high speed and a motorcycle crossing the road,collision between a motorcycle and a sedan that occurred while both vehicles were turning at the intersection,rear-end collision involving a motorcycle and an SUV due to sudden braking by the motorcycle rider,side-swipe collision between a motorcycle and an SUV as they crossed paths at the intersection,"collision caused by the motorcycle rider failing to yield to the SUV, which was proceeding through the intersection on a green light",What was the primary cause of this accident?,Accident Cause,The motorcyclist ran a red light while the SUV had the right-of-way.,The SUV failed to yield when the motorcyclist had the right-of-way.,The motorcyclist was distracted by a phone call while crossing the intersection.,The collision occurred because the SUV suddenly accelerated into the crosswalk.,The motorcyclist lost control of the bike due to slippery road conditions.,How could this collision have been most effectively prevented?,Accident Prevention,The motorcyclist should have obey the traffic rule and wait untill the light turn red.,The car driver should have slowed down to avoid hitting the motorcyclist.,The motorcyclist could have avoided the collision by turning left instead of going straight.,The traffic light should have been repaired to ensure it was functioning properly.,The motorcyclist should have checked the side mirrors before entering the intersection.
000462,"Based on the visual information in the video, what were the weather and lighting conditions at the time of the accident?",Weather & Light,The incident took place during dusk with clear weather and general visibility.,The incident occurred during daylight with overcast skies and reduced visibility.,The weather was clear but the accident happened at night with low ambient lighting.,"The conditions were partly cloudy during early evening, with moderate visibility due to fading light.","The scene showed bright sunlight and clear skies, suggesting midday rather than dusk.",Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,The scene is an intersection on a multi-lane suburban wide road.,The scene is a narrow urban street with multiple traffic signals and heavy pedestrian activity.,The collision occurred on a rural two-lane road with no visible intersections or traffic controls.,"The environment features a wide multi-lane road, but the crash happened at a crosswalk in a dense city center.",The incident took place at a highway interchange with high-speed merging lanes and limited visibility.,What was the road configuration and traffic control situation for the ego-vehicle just before the crash?,Road Configuration,The ego-vehicle was traveling straight through a signalized intersection on a yelloe light.,The ego-vehicle was approaching a stop sign-controlled intersection with no traffic signals.,The ego-vehicle was turning left through a signalized intersection on a green light.,The ego-vehicle was traveling straight through an uncontrolled intersection during a yellow light phase.,The ego-vehicle was in the process of yielding to oncoming traffic at a four-way stop intersection.,How can the type of collision shown in the video be most accurately classified?,Accident Type,"A T-bone (or side-impact) collision, where the front of one vehicle struck the side of another.","rear-end collision, where one vehicle struck the back of another while traveling in the same direction.","side-swipe collision, where two vehicles traveling parallel to each other made lateral contact.","T-bone collision, where the front of one vehicle struck the side of another, but both vehicles were moving at right angles to each other.","frontal impact collision, where the front ends of two vehicles collided head-on.",What was the primary and most direct cause of this accident?,Accident Cause,"The white minivan made an unprotected left turn, failing to yield the right-of-way to the oncoming ego-vehicle.","The white minivan was traveling at an excessive speed, contributing to the loss of control during the turn.","The ego-vehicle failed to maintain a safe following distance, leading to the collision with the minivan.","The white minivan made a left turn but did not signal, causing confusion for the approaching vehicle.","The traffic light was malfunctioning, which prevented the minivan from seeing the proper signal to proceed.",What critical action should the driver taken to prevent this collision?,Accident Prevention,The driver of the white minivan should have yielded to oncoming traffic and waited for a safe gap before making the turn.,The driver of the white minivan should have accelerated quickly to complete the turn before oncoming traffic arrived.,The oncoming vehicles should have slowed down to allow the minivan to make the turn safely.,The driver of the white minivan should have signaled earlier and proceeded with the turn when the light turned green.,The driver of the white minivan should have checked blind spots and ensured no vehicles were approaching from behind.
000464,"Based on the video, what were the weather and lighting conditions at the time of the incident?",Weather & Light,Clear daylight with dry road conditions.,Overcast skies with wet road conditions due to recent rainfall,Nighttime with limited visibility from streetlights,Partly cloudy weather and dry pavement during the early morning,Bright sunlight but foggy conditions reducing visibility,Which of the following best describes the traffic environment where the collision occurred?,Traffic Environment,An urban downtown area with multi-story buildings.,suburban residential street with single-family homes.,highway intersection with limited visibility due to curve and speed.,commercial district with low-rise buildings and heavy pedestrian traffic.,rural road surrounded by open fields and sparse infrastructure.,What is the configuration of the road at the accident location?,Road Configuration,"A narrow, one-way, multi-lane paved road with a slight curve.","wide, two-way road with a sharp turn and no visible lane markings","narrow, one-way road with a single lane and a steep incline",multi-lane paved road with a straight alignment and clear traffic signals,"curved, bidirectional street with a median barrier and pedestrian crossings",What type of accident is depicted in the video?,Accident Type,A side-impact collision where the motorcycle strikes the car in front.,rear-end collision where the motorcycle hits the car from behind,T-bone collision where the car strikes the motorcycle sideways,head-on collision between the motorcycle and a vehicle traveling in the opposite direction,sideswipe incident where the motorcycle grazes the side of the car without significant impact,What was the primary contributing factor to this collision?,Accident Cause,"The motorcycle was speeding in the intersection, leaving insufficient reaction time.","The car failed to yield at the intersection, causing the motorcycle to swerve abruptly.",The collision occurred because the motorcycle was unable to stop in time due to road conditions.,"The driver of the car was distracted by a mobile device, leading to the impact with the motorcycle.",The motorcycle entered the intersection without checking for oncoming traffic.,What key action could have most effectively prevented this accident?,Accident Prevention,The motorcycle should slow down when turning and passing through intersections.,The car should have yielded to the motorcycle when turning across its path.,The motorcycle should have maintained a safe distance from the vehicle ahead to avoid sudden stops.,The driver of the car should have checked for oncoming motorcycles before making a turn.,The motorcycle rider should have used turn signals to indicate their intention to turn or change lanes.
000465,"Based on the video, what are the prevailing weather and lighting conditions?",Weather & Light,"Daytime with clear skies, but with significant sun glare affecting forward visibility.",Daytime with overcast skies and reduced visibility due to fog,Nighttime with bright headlights causing glare and limited forward visibility,Clear skies during daytime with minor sun glare that does not affect driving,Bright sunlight during morning hours with no significant glare or visibility issues,Which of the following best describes the traffic environment where the incident takes place?,Traffic Environment,An urban multi-lane arterial road approaching an intersection.,suburban two-lane road with no visible intersections nearby,highway with multiple lanes and high-speed traffic flow,An urban street with a single lane in each direction approaching a roundabout,residential neighborhood with low-speed limits and parked cars along the curb,What specific road marking was present at the point where the lane change occurred?,Road Configuration,"The green light of the intersection came on, and many vehicles in the same direction started to pass through the intersection.","solid white line was painted along the edge of the lane, indicating no passing was allowed.",The traffic light turned green after the vehicles began moving through the intersection.,"There was a dashed yellow line in the center of the road, separating opposing traffic flows.","The lane change occurred just before the stop sign at the intersection, where vehicles were required to yield.",How can the collision involving the ego vehicle be best classified?,Accident Type,"A rear-end collision with the vehicle in front, which braked suddenly in response to a sudden-brake  vehicle in front.","side-swipe collision with the vehicle to the right, caused by lane drift during normal braking.",rear-end collision where the ego vehicle braked suddenly due to a vehicle in front stopping abruptly.,"rear-end collision involving the vehicle in front, which braked slowly in response to traffic ahead.",T-bone collision occurring when the ego vehicle merged into another lane without signaling.,"What was the primary, root cause that initiated the chain of events leading to the collision?",Accident Cause,The black sedan making an illegal and abrupt lane change across a solid line in front of the silver SUV.,The silver SUV failing to maintain a safe following distance behind the vehicle ahead.,The collision occurred because the black sedan was struck by the silver SUV after changing lanes.,"The black sedan made a sudden lane change, but the silver SUV was traveling at an excessive speed for the conditions.",The driver of the silver SUV was distracted by a mobile device while approaching the black sedan.,,,,,,,
